t,roll_deg,pitch_deg,yaw_deg,err_roll_deg,err_pitch_deg,err_yaw_deg,geo_err_deg,bgx,bgy,bgz
0.0,19.257606599237974,1.4872243772100373,20.724270477138038,9.257606599237986,1.4872243772100442,20.72427047713803,22.615589540131957,0.0018566204789996863,-0.001737087995994693,0.0008799513467333622
0.01,19.1273804127736,1.445483203203201,20.90863506468508,9.127380412773595,1.4454832032032092,20.708635267762993,22.55085856537271,0.0019637658571881418,-0.0017282477912287058,0.0008881584353812752
0.02,18.99767326637251,1.4063311624313737,21.093873308752606,8.997673266372507,1.4063311624313704,20.693873714908424,22.4876481972318,0.0020708657315017713,-0.0017211916142020047,0.0008961988185253222
0.03,18.873240824447148,1.3666061475668088,21.27785234020078,8.873240824447146,1.366606147566802,20.677852949434495,22.425848193613188,0.0021737156085914204,-0.001712972072764231,0.0009053215231534292
0.04,18.75325937495982,1.3262145750780139,21.458258592711456,8.753259374959816,1.3262145750780108,20.658259405023077,22.36296022678359,0.0022729144815813985,-0.0017033656267498507,0.0009168002808272561
0.05,18.634552287384793,1.2865274665508462,21.640044785929245,8.634552287384802,1.2865274665508375,20.64004580131878,22.30226866808434,0.0023710826878547077,-0.0016942989573070426,0.0009272524479328536
0.06,18.51979578527264,1.2477797721721533,21.819822185555754,8.519795785272649,1.24777977217216,20.61982340402322,22.241630896603596,0.0024658914730439105,-0.001684924972678376,0.0009396138801793653
0.07,18.407863608551995,1.2090936426221044,21.99948045654423,8.407863608551999,1.209093642622094,20.5994818780896,22.182338242760796,0.0025586373127071942,-0.0016756465313927467,0.0009519825290268256
0.08,18.2980539644766,1.172179396345621,22.177264193027394,8.298053964476596,1.1721793963456295,20.577265817650655,22.122459678107926,0.002649120006129782,-0.0016666847608861296,0.0009661515957894609
0.09,18.191382963447815,1.1351901001199762,22.354645002115753,8.191382963447817,1.1351901001199876,20.55464682981694,22.063718184442557,0.0027372411924052233,-0.0016574968386604643,0.0009805797126468574
0.1,18.08800932321256,1.0983572975856226,22.528048657102868,8.088009323212567,1.0983572975856215,20.52805068788194,22.00281816945323,0.0028222139885961933,-0.0016473208860759393,0.0009974750132124735
0.11,17.984022690593118,1.0636425209167053,22.706139070798365,7.984022690593113,1.0636425209167002,20.506141304655362,21.946355026301113,0.0029078546385070134,-0.001639184313122106,0.0010114680575401694
0.12,17.88418358053302,1.0294385393088135,22.882805224069052,7.884183580533027,1.0294385393088246,20.482807661003946,21.890350874527293,0.0029901339988415627,-0.0016308821991233304,0.0010270827178573728
0.13,17.786592200955273,0.9958460966811847,23.057992420665634,7.7865922009552655,0.995846096681179,20.457995060678453,21.83405191790004,0.003070506887835636,-0.0016222908908942791,0.0010436207849507943
0.14,17.693091602992197,0.9622881328088513,23.23205295550266,7.69309160299219,0.9622881328088494,20.432055798593375,21.778400907203455,0.003147469001313057,-0.0016134660800121777,0.0010610195622476842
0.15,17.60213502781558,0.9290766985026475,23.40468081177827,7.602135027815584,0.9290766985026597,20.40468385794691,21.722541556741092,0.0032225294812666424,-0.001604597325091849,0.0010795921613609334
