t_s,mx_uT,my_uT,mz_uT
58.842,47.20510222825531,3.5008138529027963,-33.5865753027563
58.843,47.33002546337312,3.6230921159514233,-33.53794865087938
58.844,47.26354355907552,3.3947718254115036,-33.29802900170738
58.845,47.47481005511998,3.286789206400243,-33.09971157419318
58.846000000000004,47.36867142453516,3.2057442845051285,-33.06113527787342
58.847,47.5022907968076,2.9978756176580976,-33.09159014953565
58.848,47.68068269872683,2.8118841882305317,-32.87196364504819
58.849000000000004,47.8336063545248,2.8182571166226738,-32.960540121933796
58.85,47.93507241343109,2.827526283252372,-32.837236678815955
58.851,47.879296884897165,2.6330876617557664,-32.67821248459045
58.852000000000004,48.06664804658317,2.538471656903721,-32.61280573124543
58.853,48.01394463202615,2.5381820331163105,-32.573959279877336
58.854,48.1931600608096,2.0936376623362083,-32.39429365080081
58.855000000000004,48.05243023447093,2.305327200663744,-32.31355352580791
58.856,48.42809124151339,1.8994069344561773,-32.421304252545
58.857,48.31895665717917,1.7470631947182045,-32.205364253934896
58.858000000000004,48.496159355290544,1.8305555805201656,-32.278469293304575
58.859,48.68259274499307,1.6473065218114338,-31.99217505374048
58.86,48.49817341143902,1.47886379410066,-32.046304666543584
58.861000000000004,48.77772851066517,1.3889485510201556,-31.71208349999346
58.862,48.63128304893904,1.4340171052883541,-31.639158054241594
58.863,49.051635173545975,1.1678661330033482,-31.720632369433254
58.864000000000004,49.07864833249892,1.1721776448282295,-31.674740032157718
58.865,49.287102356883864,1.1026548526683428,-31.461624278650753
58.866,49.347061882487914,0.8145791350150947,-31.681213749298127
58.867000000000004,49.38052872455739,0.825911749588943,-31.491605637359605
58.868,49.18736395878428,0.6138354189138545,-31.30588849357658
58.869,49.36902031463409,0.537962712564493,-31.189013816494494
58.870000000000005,49.545149126453694,0.3341793699337915,-31.43021293749628
58.871,49.56633787785851,0.14898220490016564,-31.138316722390265
58.872,49.674098733633464,0.103754457756699,-31.02283836816304
58.873000000000005,49.90129244030229,0.06720089106349675,-30.844782808617435
58.874,49.81901372892525,-0.06589438235414996,-30.803204208251987
58.875,49.96317640427039,-0.24687226472203694,-30.650672389391023
58.876000000000005,49.844196367322134,-0.39421623754137536,-30.701431148340113
58.877,49.933320428955774,-0.5876065108426736,-30.468258929605753
58.878,50.248169765084256,-0.2850600680683263,-30.374617554062876
58.879,50.16742408884393,-0.5952705307033724,-30.29147181903822
58.88,50.08892094333482,-0.8081424414414399,-30.244271335850375
58.881,50.23102971727315,-0.814848732146438,-30.267481867928673
58.882,50.37851112918559,-0.8457441347931521,-30.033390890304087
58.883,50.428577731783875,-1.0846885773219797,-29.997261695937407
58.884,50.36308481818904,-1.1363979263521304,-29.83293061966944
58.885,50.469195279392984,-1.5061044617197599,-29.8437596634717
58.886,50.59995012139512,-1.2622190162238827,-29.68021396883129
