t,roll_deg,pitch_deg,yaw_deg,err_roll_deg,err_pitch_deg,err_yaw_deg,geo_err_deg,bgx,bgy,bgz
0.0,40.2166916766241,36.30445524796327,59.38147292279911,40.21669167662409,15.091251812366831,29.381472922799112,39.07327379350556,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.01,55.005214710696805,43.53722347865449,50.51974123904785,37.37165714192261,13.906573260800355,26.24923140779943,32.87954598075381,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.02,51.91614144751622,42.481073921533664,25.939790961645862,23.384445958661612,15.750878195882626,16.669281130397437,24.917005673384985,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.03,34.57739697148487,30.525237649496663,-0.03615213905849832,6.045701482630272,16.905522657310243,9.23435769218993,19.093383636515817,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.04,13.274115335990897,13.427410901134152,-13.734823382233962,-4.359442232783312,18.120444852341066,10.535686449014447,21.546254009519902,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.05,-5.560211895205838,0.2807713388506011,-14.59252737586643,-5.560211895205846,21.493974774447025,15.407472624133565,26.37525562612554,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.06,-15.639158731117146,-3.888108385349838,-5.4104535257511515,1.9943988376570523,25.74254183250431,18.86005630549728,32.21984206300695,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.07,-13.958407341839365,0.5498995272447627,12.06654592012208,14.573288147015246,27.2800952528958,21.337055751370503,39.2305066634673,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.08,-1.9478664592837953,10.042832880870067,33.97236971168678,26.583829029570815,23.662547873056482,24.70185988043836,43.45481475983118,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.09,17.36095971695724,22.009262534504245,52.26416811049728,34.99451728573145,17.31622858329733,27.99365827924886,42.609600574298135,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.1,39.256526871299684,33.571727317639024,59.240393262301204,39.25652687129968,12.3585238820426,29.2403932623012,38.14413829270217,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.11,54.50857655152123,40.725468645735816,50.60067961065315,36.87501898274704,11.094818427881691,26.330169779404716,32.146132436757746,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.12,52.985860900678155,39.76560131588305,27.06064948094265,24.45416541182355,13.035405590232022,17.790139649694222,24.475965468257037,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.13,36.76247968468147,28.432816678874353,1.4589232543712762,8.230784195826871,14.813101686687956,10.729433085619684,18.372661787451158,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.14,15.678417323375784,11.859482542036966,-12.785659277025804,-1.9551402453984184,16.552516493243893,11.48485055422261,20.28714014655677,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.15,-3.1890408639282297,-1.236299398066031,-14.186111862177741,-3.1890408639282417,19.976904037530392,15.813888137822277,25.236601107082247,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.16,-13.536508601521602,-5.75544705759985,-5.1569272181911,4.0970489672525865,23.875203160254287,19.113582613057332,31.533913081058746,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.17,-12.529068596363677,-1.8542755317657513,12.485434083046488,16.00262689249092,24.875920193885268,21.755943914294928,38.820870648847475,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.18,-1.5177262155783628,7.289388876348442,34.47901636932786,27.013969273276253,20.909103868534842,25.20850653807945,43.02369698303477,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.19,16.87810563721362,19.274328880684145,52.54308892879955,34.51166320598781,14.581294929477195,28.27257909755114,41.98550341812935,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.2,38.345944469741944,30.92695118406479,59.213461841215484,38.34594446974197,9.713747748468345,29.21346184121548,37.43235589931175,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.21,54.02526529860976,38.0060006794892,50.758761987893415,36.39170772983558,8.375350461635067,26.48825215664498,31.66004803927354,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.22,53.90401380604381,37.12088623898904,28.097871144106044,25.37231831718922,10.39069051333801,18.827361312857597,24.35948370452095,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.23,38.76784177600983,26.355111395970503,2.850104471488912,10.236146287155211,12.7353964037841,12.120614302737275,18.09712649609251,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.24,17.96040884543754,10.296695519005626,-11.876783961120072,0.32685127666334396,14.989729470212549,12.393725870128378,19.41976503906152,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.25,-0.9084059914386297,-2.728813074353745,-13.791450367587558,-0.9084059914386357,18.484390361242696,16.20854963241243,24.429132924439386,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.26,-11.507555068554572,-7.578547230502488,-4.91540410244224,6.126002500219619,22.052102987351645,19.355105728806166,31.130957569033157,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.27,-11.166298614145104,-4.196517238913332,12.89461338431704,17.36539687470951,22.5336784867377,22.165123215565526,38.64484202862135,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.28,-1.134084339864085,4.61813528147946,35.004926892938705,27.397611148990535,18.23785027366585,25.734417061690255,42.80243003373814,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.29,16.398743338775372,16.627867210156563,52.887381318147916,34.03230090754958,11.93483325894964,28.616871486899534,41.570237027507304,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.3,37.48449956425448,28.361442453181976,59.286914751909485,37.484499564254484,7.148239017585538,29.28691475190948,36.9410170580449,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.31,53.56194301363031,35.371770601933804,50.9885717278932,35.92838544485615,5.741120384079662,26.718061896644734,31.422423264963466,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.32,54.705512503742966,34.54734737543902,29.077028349808078,26.17381701488836,7.817151649787987,19.806518518559685,24.555359618750245,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.33,40.62167167961602,24.302123173531182,4.1549904021849535,12.089976190761393,10.682408181344773,13.425500233433297,18.257885770536102,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.34,20.134556079992148,8.748889426907466,-11.003509102257881,2.500998511217932,13.44192337811439,13.267000728990547,18.966669992086864,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.35000000000000003,1.2924153356143449,-4.189497009032342,-13.4083854694242,1.2924153356144232,17.023706426564143,16.591614530575786,23.96180812285293,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.36,-9.543563777517567,-9.351066271699711,-4.68479533219021,8.089993791256616,20.279583946154425,19.58571449905819,31.005226667356318,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.37,-9.859788733771328,-6.471772309793026,13.297338155202809,18.67190675508329,20.25842341585802,22.567847986451305,38.69444737252089,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.38,-0.7876602589720632,2.030336708389006,35.5544652130576,27.74403522988256,15.650051700575402,26.28395538180916,42.78602390923753,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
0.39,15.924847045154657,14.06723965901913,53.296105995543776,33.55840461392888,9.374205707812205,29.02559616429541,41.360543087926,0.0017453292519943296,-0.0017453292519943296,0.0008726646259971648
