t,roll_deg,pitch_deg,yaw_deg,gx_rad_s,gy_rad_s,gz_rad_s,ax_m_s2,ay_m_s2,az_m_s2,mx_uT,my_uT,mz_uT
0.0,10.0,0.0,0.0,0.008018789534696528,0.05416490345007094,0.3474837777704264,0.21578051801968828,-1.803189410767644,-9.353008855427307,37.76663780166197,1.4626382936956952,45.7919842360123
0.01,9.999999999999996,0.0,0.19999979692209127,0.007518936214187563,0.055106640469050346,0.34709708282340107,0.21100186561732595,-1.8151489574695523,-9.349283192345704,37.697883675882466,1.3831934642429478,45.76397799219
0.02,9.999999999999998,0.0,0.39999959384418265,0.008618684451191646,0.05512691909638229,0.34678329922211887,0.22056596164371214,-1.8008132360428701,-9.342647055653451,37.65003680253916,1.0902367432212747,45.797834330483354
0.03,10.000000000000002,6.212020862233431e-18,0.5999993907662741,0.008640798096841068,0.05536851760399227,0.34756915866111904,0.21229747315046704,-1.8124422647976257,-9.348139429325357,37.70740541497796,1.0871346919663425,46.00027688783639
0.04,10.0,-1.2424041724466862e-17,0.7999991876883653,0.008664651755881108,0.05469310252986487,0.3474426171128071,0.21108237622620402,-1.80008332247613,-9.342456074166769,37.55635196391684,1.1676158296278054,45.75356338353001
0.05,10.000000000000002,-2.4848083448933725e-17,0.9999989846104569,0.008833071533737457,0.05475762741762162,0.34710654246912664,0.2025224308185974,-1.8050285637784,-9.342040656666814,37.45562890353661,0.9246932306358486,45.96101002314799
0.06,10.0,0.0,1.199998781532548,0.008558908712103746,0.05524003991217623,0.3476472734594477,0.208403267946133,-1.8010222042448845,-9.339907417437715,37.61164038103576,0.869373394874331,45.935541181992164
0.07,10.000000000000002,-2.4848083448933725e-17,1.3999985784546398,0.009155844329057602,0.05444097597456203,0.3475193120220362,0.20326332078954368,-1.8057440271684033,-9.333650167881057,37.72283283426312,0.5914570939926915,45.90001281998468
0.08,9.999999999999998,0.0,1.5999983753767306,0.008133576140278511,0.05502724487458223,0.34757780717396924,0.21577336606968237,-1.7915563578845082,-9.338510897220676,37.35046506604756,0.8132835334372546,46.1009197222998
0.09,10.0,0.0,1.7999981722988225,0.008600510834472953,0.05460738941654393,0.34762068083944186,0.2096379183545456,-1.7992187115175475,-9.341358313990845,37.42476750763513,0.5074185009929659,45.81786744129777
0.1,9.999999999999998,0.0,1.9999979692209133,0.007691285246768155,0.054364771181836614,0.34657694023987695,0.21385828788748887,-1.7897059523255454,-9.360692847451666,37.682472414576196,0.5613319043562552,45.93256182527299
0.11,10.0,0.0,2.1999977661430044,0.00824432910754307,0.0552760083084963,0.3467558155321607,0.20636248287554132,-1.8035665042528484,-9.355875977149822,37.42127756370263,0.14985554016573527,46.21286713722808
0.12,10.000000000000004,0.0,2.3999975630650963,0.008234816042182217,0.05518168366187664,0.34785238346148367,0.21214848922196652,-1.8036443372010373,-9.342134740183829,37.396504916405426,0.11081022127001436,46.08870107854998
0.13,10.000000000000002,-4.969616689786745e-17,2.5999973599871873,0.008176676271780665,0.05553045626495385,0.3472311951644346,0.21169576861970024,-1.7992994036552474,-9.352324314635585,37.444899896493325,0.022507099540787515,46.13085025222568
0.14,10.000000000000004,0.0,2.799997156909279,0.007931907231359283,0.055008559299836,0.3473598300918069,0.21156695950631874,-1.8116505149803845,-9.351057202188949,37.43295130204417,-0.03206158665747384,46.19974021590179
0.15,10.0,0.0,2.9999969538313693,0.008386709563351967,0.054441127476420374,0.3475152562604575,0.2158477605571502,-1.8018066057682287,-9.346003243374781,37.288463466508375,0.004708042898351347,46.26412651678031
