t,roll_deg,pitch_deg,yaw_deg,gx_rad_s,gy_rad_s,gz_rad_s,ax_m_s2,ay_m_s2,az_m_s2,mx_uT,my_uT,mz_uT
0.0,0.0,0.0,0.0,0.008018789534696528,-0.006449772856297959,0.003546488394043437,0.21578051801968828,-0.1013172050660121,-9.502076064925127,37.61788223987401,-5.603392817014077,45.92612144230249
0.01,0.0,0.0,0.0,0.007518936214187563,-0.005508035837318555,0.0031597934470181154,0.21100186561732595,-0.1132767517679208,-9.498350401843524,37.56569817230064,-5.585586496706343,45.87746597175529
0.02,0.0,0.0,0.0,0.008618684451191646,-0.005487757209986615,0.0028460098457359366,0.22056596164371214,-0.09894103034123851,-9.491714265151272,37.53481239438434,-5.781332859874856,45.89068252830634
0.03,0.0,0.0,0.0,0.008640798096841068,-0.005246158702376624,0.003631869284736068,0.21229747315046704,-0.1105700590959933,-9.497206638823178,37.60953293280583,-5.687266529659076,46.07249500038841
0.04,0.0,0.0,0.0,0.008664651755881108,-0.005921573776504032,0.0035053277364241442,0.21108237622620402,-0.09821111677449797,-9.49152328366459,37.47622202685576,-5.509660170873003,45.80516135865294
0.05,0.0,0.0,0.0,0.008833071533737457,-0.00585704888874727,0.0031692530927436733,0.2025224308185974,-0.10315635807676762,-9.491107866164635,37.39363191452809,-5.6555018925242235,45.99199805993309
0.06,0.0,0.0,0.0,0.008558908712103746,-0.005374636394192665,0.003709984083064717,0.208403267946133,-0.09914999854325264,-9.488974626935535,37.568166522077505,-5.613786377626324,45.94592973065576
0.07,0.0,0.0,0.0,0.009155844329057602,-0.006173700331806862,0.003582022645653246,0.20326332078954368,-0.10387182146677106,-9.482717377378878,37.698272061654784,-5.7947140368725965,45.88981258174088
0.08,0.0,0.0,0.0,0.008133576140278511,-0.00558743143178667,0.003640517797586265,0.21577336606968237,-0.0896841521828764,-9.487578106718496,37.345207105639275,-5.4759468465903,46.07014164923003
0.09,0.0,0.0,0.0,0.008600510834472953,-0.0060072868898249695,0.003683391463058889,0.2096379183545456,-0.09734650581591563,-9.490425523488666,37.439201850078845,-5.6849202001845525,45.76652273621741
0.1,0.0,0.0,0.0,0.007691285246768155,-0.0062499051245322864,0.0026396508634940145,0.21385828788748887,-0.08783374662391366,-9.509760056949487,37.71698831057984,-5.534165370551052,45.860661941594806
0.11,0.0,0.0,0.0,0.00824432910754307,-0.005338667997872595,0.0028185261557777674,0.20636248287554132,-0.10169429855121637,-9.504943186647642,37.47626401928725,-5.848851741031013,46.1204237788227
0.12,0.0,0.0,0.0,0.008234816042182217,-0.005432992644492253,0.003915094085100743,0.21214848922196652,-0.10177213149940473,-9.491201949681649,37.472350688165264,-5.791159678128955,45.97572619960328
0.13,0.0,0.0,0.0,0.008176676271780665,-0.005084220041415049,0.0032939057880516896,0.21169576861970024,-0.09742719795361508,-9.501391524133405,37.541993486858935,-5.782779208685259,45.997356057093135
0.14,0.0,0.0,0.0,0.007931907231359283,-0.0056061170065328965,0.0034225407154239345,0.21156695950631874,-0.10977830927875201,-9.50012441168677,37.55168095454868,-5.740719272392109,46.045739158959755
0.15,0.0,0.0,0.0,0.008386709563351967,-0.006173548829948525,0.003577966884074497,0.2158477605571502,-0.09993440006659673,-9.495070452872602,37.42921716105687,-5.607377166413262,46.08963130227427
0.16,0.0,0.0,0.0,0.007843489763288341,-0.005723462502294118,0.0036179778949541755,0.21171203102068314,-0.0899174217267298,-9.494937513063897,37.48744783298269,-5.651525981407016,46.086208551079224
0.17,0.0,0.0,0.0,0.008740030993644678,-0.0061780045355820405,0.0032677532336480688,0.20857517257879346,-0.08702194576476777,-9.494500363274756,37.46956063331921,-5.773267079875594,45.83638909716478
0.18,0.0,0.0,0.0,0.008111196171326903,-0.005495969802798745,0.0040863522387723636,0.1906494517884398,-0.09949673145739385,-9.49210776299819,37.50724878067367,-5.548214593751036,45.84608218517296
0.19,0.0,0.0,0.0,0.008577216788628253,-0.005696234533187614,0.0036092334755117627,0.1989641757003676,-0.09762324869666891,-9.497146298568264,37.56475038958069,-5.828296396911251,45.70878670893602
0.2,0.0,0.0,0.0,0.009298021111924584,-0.0051587942609975105,0.002985267824545222,0.2232820411328296,-0.10779717197190179,-9.49825589443759,37.479633086416754,-5.641949616408358,45.94016844817198
0.21,0.0,0.0,0.0,0.00885593314932871,-0.0058910087710745546,0.0034515032597042805,0.2212325338460756,-0.1023748688974888,-9.502973528117478,37.524010694412326,-5.865257339602678,45.94251527132489
0.22,0.0,0.0,0.0,0.008654677652171424,-0.005937888777272488,0.0031082712257992197,0.21082579846955993,-0.11773055057310763,-9.48071925546464,37.48838913877092,-5.510638017887387,45.86891690055629
0.23,0.0,0.0,0.0,0.00802016847998821,-0.005526461161849253,0.0032837717686062602,0.21691986717190684,-0.09482976490771888,-9.496568355744147,37.36631752200112,-5.780018962494202,45.840112979776784
0.24,0.0,0.0,0.0,0.008503678440777146,-0.005468447587650943,0.0030991623538612024,0.20555704393684357,-0.09559852133332239,-9.481404137953664,37.5882822246901,-5.672929269133612,46.099636263585715
0.25,0.0,0.0,0.0,0.008364638052540613,-0.00600042653308707,0.003742692065581179,0.2048865326527038,-0.10838975582864366,-9.493944006778493,37.54163756053082,-5.769973554065289,45.944758157869515
0.26,0.0,0.0,0.0,0.008704896211886567,-0.005502860342103992,0.0030080971075876956,0.2039783752335882,-0.10913274472406537,-9.485352221739431,37.54052247294886,-5.627756469412775,46.06222265144606
0.27,0.0,0.0,0.0,0.009162650057767995,-0.006301523383403274,0.003059189283263297,0.22824639863001456,-0.08428226869107296,-9.473747205457192,37.547472856559054,-5.503960202157456,45.90919773696935
0.28,0.0,0.0,0.0,0.008884823185616413,-0.006192435594277832,0.002576072958709848,0.2066593483739116,-0.10171306259710713,-9.50333677619758,37.60013991899623,-5.647354608506929,45.90313038640406
0.29,0.0,0.0,0.0,0.00890592320910393,-0.005992975993717322,0.004103387925247284,0.22183924404467414,-0.10264155831615746,-9.48678694626877,37.441211816055414,-5.525305760420431,45.90070817297695
0.3,0.0,0.0,0.0,0.0086271441124369,-0.00627578786775821,0.0036674914003707315,0.21439188592802,-0.10760882550077275,-9.49146377363906,37.589668231224124,-5.547257202453925,46.065747302937815
0.31,0.0,0.0,0.0,0.008726067055644587,-0.005738206553113073,0.0030387952241470307,0.20932265199503647,-0.0972868032390442,-9.499453038865049,37.40240565968411,-5.790265293090728,45.91095574218164
0.32,0.0,0.0,0.0,0.008350956287693901,-0.006129365517474719,0.002928407686303411,0.21704587717634177,-0.08462655565782912,-9.498081542118316,37.35791479505476,-5.563767551734363,45.856024558790956
0.33,0.0,0.0,0.0,0.007808953539448693,-0.005980874516478372,0.0032969686136543625,0.20735438951326218,-0.11397321878683073,-9.487137683746457,37.58904161231679,-5.674327249231451,45.79497669075385
0.34,0.0,0.0,0.0,0.008306044595156579,-0.005182268758627012,0.0029025139339265626,0.21375026617682436,-0.09767053828903607,-9.493794706827375,37.53927879201881,-5.645708216380333,45.79193599182356
0.35000000000000003,0.0,0.0,0.0,0.00882762907752066,-0.005857347538073732,0.0034996215973679447,0.23349865325696012,-0.09467872887164447,-9.486229425418049,37.428663860673474,-5.7485117823860525,46.010794282033984
0.36,0.0,0.0,0.0,0.008287931631880857,-0.004934974179138545,0.0036329077159008615,0.2227455923427523,-0.07685528301789968,-9.489298056624582,37.49241604573226,-5.681864395419166,45.9249644204157
0.37,0.0,0.0,0.0,0.008619688034017468,-0.005607727544656595,0.0028581199113539933,0.21681607674044034,-0.09657275272267321,-9.492136000449845,37.47605634769535,-5.716777921931738,45.93649699328743
0.38,0.0,0.0,0.0,0.008804111225595573,-0.006349916469860127,0.003081310001219729,0.21752425611503934,-0.09835491306471254,-9.499534208001247,37.58219275340502,-5.6325360617958715,45.94276571383004
0.39,0.0,0.0,0.0,0.008329677851527642,-0.00728681071985063,0.0032227602227568627,0.20646301054704275,-0.10350048248896287,-9.493988900844343,37.62556637395048,-5.842443315646921,45.837535039427145
0.4,0.0,0.0,0.0,0.007892348937039818,-0.006060659362626035,0.003090578461613312,0.21416293521520502,-0.09069272541771668,-9.486730420948707,37.58699563145946,-5.741602707235915,45.941865294150524
0.41000000000000003,0.0,0.0,0.0,0.00828698451819802,-0.005641515733213458,0.004161065026356888,0.22499102242464833,-0.0947063086167523,-9.484382881755941,37.534856880929276,-5.501343666261545,46.099130622947776
0.42,0.0,0.0,0.0,0.008531758260494288,-0.005089334880911713,0.0038915782060880057,0.2267108354454445,-0.09553505323304431,-9.489264691739674,37.515508521024834,-5.751701637609306,46.01880186059107
0.43,0.0,0.0,0.0,0.00901074793867579,-0.0058865240815223945,0.0030516870869786725,0.20976711923865873,-0.10709194623297362,-9.500710791876964,37.607215746433,-5.598371897773627,46.06140151411209
0.44,0.0,0.0,0.0,0.008179437317392844,-0.005431896581994879,0.0033374596329440033,0.20326489109893228,-0.1085455371251241,-9.494786468361598,37.58108854481378,-5.63993272618261,45.92697095271511
0.45,0.0,0.0,0.0,0.008952144702718063,-0.00543590698559461,0.0028083693167927012,0.21221840105228967,-0.10822132072925199,-9.490342587758429,37.44589240663117,-5.5474990638258905,46.12325385250072
0.46,0.0,0.0,0.0,0.009057528395549783,-0.005579195596720849,0.0028642350304442423,0.21637127515095128,-0.09615638593663949,-9.474107191325524,37.38254348669251,-5.51536457878753,46.04793053598279
0.47000000000000003,0.0,0.0,0.0,0.007833840032840586,-0.005394494292748049,0.0033003950634055107,0.2006452672527337,-0.09119744925892039,-9.47396325749635,37.39364316688841,-5.722293591857358,45.96128062272668
0.48,0.0,0.0,0.0,0.007279867073373797,-0.0061383455017865254,0.0036083566211185013,0.22565129617895596,-0.09723253481834432,-9.483089487345506,37.28084455136748,-5.737784356770162,45.95834016004741
0.49,0.0,0.0,0.0,0.008277785152118132,-0.00574230132850066,0.004042458459376038,0.20570034688569064,-0.08274616161597964,-9.499197067519434,37.47682928560536,-5.7031019818012805,45.89312222387487
0.5,0.0,0.0,0.0,0.008871840130236498,-0.005625488909390279,0.0035442816356245073,0.21469681515328243,-0.09580018938842519,-9.496719606668922,37.509520285530144,-5.698431998607686,46.02751891420534
0.51,0.0,0.0,0.0,0.008039463750582763,-0.005696579137016999,0.002932056807293563,0.20578224006213122,-0.08259574919811934,-9.478904233247968,37.44332030404937,-5.6714397014596125,46.04624451266034
0.52,0.0,0.0,0.0,0.00908376702952531,-0.005614128290938819,0.003434796413707133,0.2087121439960622,-0.10289605211605092,-9.50214486860993,37.52909067118915,-5.593141145839933,45.90480144329984
0.53,0.0,0.0,0.0,0.008265606450425936,-0.005280268830167168,0.003715873960535857,0.21612055412271342,-0.08004376244752476,-9.505708637067704,37.46974876462571,-5.599844288226887,45.98225071172476
0.54,0.0,0.0,0.0,0.008666860169155098,-0.005035583072900558,0.003915622326172277,0.21776924250685079,-0.10141114143111236,-9.49070646457406,37.30044842392676,-5.768374678994092,45.984379647830636
0.55,0.0,0.0,0.0,0.009662232055294607,-0.00598747199252292,0.0031979414543104176,0.19911184065776566,-0.10316499867856735,-9.498385170560487,37.61747803103303,-5.708105551281442,46.088681079375085
