t,roll_deg,pitch_deg,yaw_deg,err_roll_deg,err_pitch_deg,err_yaw_deg,bgx,bgy,bgz
24.810000000000002,72.68916582923022,38.21874122839434,64.74155740905941,179.8788876599888,76.24079054110473,-49.242630820962134,0.03071096391436639,0.03644868956148781,-0.01782515341355398
24.82,72.58027404490588,37.97670041640961,65.10718601864222,179.87798726473326,75.79221892029048,-48.49550622544062,0.030695651186240316,0.03644637480651693,-0.017840129456579392
24.830000000000002,72.50545279542845,37.7595906137449,65.50249827951627,179.91223490334147,75.369195046829,-47.71904654158966,0.03066846295475531,0.03642172294886301,-0.01784201061857049
24.84,72.40825446857788,37.543941523484946,65.89654103853076,179.92516062454823,74.94825641058874,-46.94419944730203,0.030655377914823808,0.03639957835892162,-0.017843871782625722
24.85,72.3141397152595,37.30963643852089,66.28517826177986,179.94220284922372,74.50929396561857,-46.175095718723014,0.030636507812206934,0.03638260413117379,-0.017855979468711147
24.86,72.19142606873486,37.08762917315563,66.65478280031056,179.93165698699866,74.08326906080197,-45.42535746165803,0.03063118884717587,0.036373031594216954,-0.01785642181071149
24.87,72.07485861794328,36.850868440266964,67.02852561433066,179.92824610705364,73.64313781607248,-44.67180888451861,0.0306233324927029,0.0363664670958355,-0.01787042647491886
24.88,71.97377287699005,36.63036342759655,67.41614472504844,179.94128380514914,73.21991669775869,-43.90470734367479,0.030608095366402036,0.03634809467000068,-0.017875099527669663
24.89,71.86769063926823,36.40995982112762,67.80225318420784,179.95027005536215,72.79745854102235,-43.139435371147925,0.030595704601298762,0.036329284132591226,-0.017879378816263548
24.900000000000002,71.79888165131838,36.190370943982444,68.19828218256355,179.99745288163336,72.37648368782241,-42.36455756339948,0.030556717722728118,0.03630570884751229,-0.017888852507240306
24.91,71.69882499191218,35.980174573871246,68.58774934920903,-179.98571026539122,71.96557680343606,-41.59655227930085,0.030538433289048744,0.03628316361631165,-0.017888465503131157
24.92,71.59056502383358,35.77694015985319,68.9708799455055,-179.97619655874908,71.56231409229936,-40.8351904435359,0.030523861347869014,0.036262222024873746,-0.017882795725658953
24.93,71.47884945147291,35.55741986757014,69.35619539900847,-179.96927973966757,71.14345434232847,-40.071947010037846,0.030512451884871884,0.036243933958070185,-0.01789026454571197
24.94,71.37757386259155,35.3650477418807,69.73970368396681,-179.9510855778303,70.75243808664945,-39.31081057888537,0.03049235211125092,0.03621894293141053,-0.017875957111520447
24.95,71.29787063158932,35.15313942351624,70.142654745501,-179.91050297007146,70.34258731935988,-38.53052796954947,0.03046355285225489,0.03618774124236891,-0.017879944368610394
24.96,71.18976037268148,34.9651501423789,70.52963885732451,-179.89753248909315,69.95736348794253,-37.76650586062689,0.03044799545266622,0.036159514598136856,-0.017863923950313734
24.97,71.08358378767032,34.76822539323959,70.91608594060673,-179.88185453752033,69.56391816808969,-37.00331146846029,0.030429616829384876,0.03613503433290636,-0.01785440242800302
24.98,70.99703929939992,34.57771131032456,71.31256164108039,-179.84579171620615,69.17760343742813,-36.23037646754164,0.030402927839291896,0.03610238997172832,-0.017846722864512787
24.990000000000002,70.86337503945113,34.35807080477315,71.6855548158046,-179.8561168382311,68.76288801212739,-35.481209501286365,0.030401825310093653,0.03609103205442507,-0.017853395999677675
25.0,70.77992807349996,34.150119729871996,72.08531590792656,-179.815513705173,68.36059341129788,-34.70555780483529,0.030373718432982182,0.036059367585456234,-0.017855143488485856
25.01,70.66235722785741,33.97774589278503,72.4643889357094,-179.80834428213203,67.99461296789848,-33.95087521361473,0.030357736635854005,0.03603504692646592,-0.017829897755930676
25.02,70.58141427586938,33.757867980209035,72.86434878649831,-179.76387751283056,67.58187075358448,-33.175584866983094,0.030326633015475626,0.03600735281346663,-0.017842795410277452
25.03,70.42580089264608,33.54190089519906,73.21795756285078,-179.7934323663212,67.17378691474056,-32.44692285973651,0.030332325042761107,0.03600768695287456,-0.017844567398756114
25.04,70.3225289995333,33.34769502420723,73.60654699321546,-179.77001749389012,66.78821693874335,-31.683555829088572,0.030309911576802382,0.03598125882207175,-0.017837923955393315
25.05,70.20853568053253,33.15414937230407,73.98921322470075,-179.7567163139499,66.40406478842284,-30.926386159582393,0.03029415355521473,0.035956522212362944,-0.017831925168242328
25.060000000000002,70.09698997035625,32.94479074271464,74.37424255715744,-179.74038022523598,66.00486208085653,-30.167126246709763,0.03027752057968816,0.03593444282074422,-0.017839234354519874
25.07,70.01361472859048,32.73647339668506,74.77444564289114,-179.6953067338355,65.60746774651142,-29.392964294921303,0.030244533331501604,0.03590230390980347,-0.017849241614830463
25.080000000000002,69.88629649049552,32.51607586111583,75.14625311085801,-179.69362960351847,65.19876483617222,-28.647468691172865,0.030234059195242698,0.035891623914824804,-0.017864465330653893
25.09,69.74787642965372,32.31382612275049,75.51318535736053,-179.70252789416293,64.8089857144435,-27.9071182119915,0.030227966340916755,0.03588004501415555,-0.017862602696777946
25.1,69.63477344829273,32.079637768668974,75.9004491625312,-179.6856028724457,64.38804819957704,-27.146705404772213,0.030211769127136915,0.03586492174296572,-0.017889082018659356
25.11,69.4933038983373,31.88364135416066,76.26998331675263,-179.6965582917482,64.0060869306995,-26.404290959156114,0.030206196447082608,0.03584903654345431,-0.017885164797116104
25.12,69.38996092977554,31.67186472067268,76.65928526743934,-179.6689210446899,63.60913368513633,-25.642377058065065,0.030182834966193825,0.035826993634147465,-0.017897549334019904
25.13,69.27808086310253,31.48760878519122,77.05440979225233,-179.6493747915291,63.24049316719074,-24.87490870231965,0.030167688748271658,0.03579119234319134,-0.017892396884773648
25.14,69.1362128109496,31.288379983612263,77.42316525173301,-179.65939033932204,62.857675450934515,-24.13407745585533,0.03016496778800015,0.035777022445140326,-0.017892590210582367
25.150000000000002,69.02104229802733,31.09215931191002,77.80837629565836,-179.64230202271366,62.478665020819726,-23.377058737232773,0.03014862748606021,0.03575298769183693,-0.01789608853164491
25.16,68.89988111735816,30.890595707664776,78.19028467880119,-179.63081784838545,62.09511415267301,-22.62361100175892,0.030133600421576947,0.03573422473843494,-0.017900629144338855
25.17,68.7878787706128,30.686756577678896,78.57371766889018,-179.60980805534555,61.7100934408025,-21.868907331423358,0.0301129962588789,0.03571184100371517,-0.01790984975517842
25.18,68.68244741899154,30.473426290029163,78.96296929038716,-179.58188016462174,61.31639028956612,-21.108654189032407,0.030088304997930384,0.03568658928933591,-0.01792770516148472
25.19,68.5477041734721,30.28165015111424,79.32828968949936,-179.58293668953584,60.945052889959555,-20.37260205112252,0.030077117874693728,0.03566870042051605,-0.017923395852345276
25.2,68.42529003428999,30.10044246211053,79.70923229106067,-179.57135619669552,60.58509827563868,-19.621198249018658,0.030062899494933862,0.03564088616613907,-0.017915819694165582
25.21,68.33902134800388,29.894547178167773,80.11356770534351,-179.52334184934935,60.20127298170839,-18.846673059975846,0.0300294524823538,0.035606229113626195,-0.017933274379308306
25.22,68.20634238767175,29.707572560056104,80.48488115457903,-179.52146882758296,59.837187695988966,-18.105442278625887,0.030018210456858676,0.0355845243270343,-0.017932462854801986
25.23,68.08913037814939,29.46655422253164,80.86675992807947,-179.50387930334333,59.41988030702872,-17.35391975983481,0.030000836435430712,0.03557237456620938,-0.017968762743139584
25.240000000000002,67.97528235306844,29.272668658226614,81.25441452140281,-179.48269558373556,59.05052942766875,-16.596896277531055,0.029980442556374963,0.03554316880370403,-0.017976015158498254
25.25,67.89806475605359,29.061074380931018,81.66387698196665,-179.42467051003356,58.66429553802723,-15.818341177097114,0.029940682653455116,0.03550704190594015,-0.01800297366138908
25.26,67.78739980441901,28.88331618234666,82.04165232072518,-179.39990109416485,58.31272524198499,-15.07175096171025,0.029914604285180293,0.0354803068129372,-0.017997172507863382
25.27,67.66544678436054,28.678965096341116,82.42653674824311,-179.38624722365395,57.93539123119954,-14.31833105429842,0.02989912629078507,0.03545752285523417,-0.018013510342654287
25.28,67.53345305521911,28.47286628996382,82.80275491763008,-179.38248065744952,57.557140175911364,-13.573858552648382,0.029890575227892506,0.035441281168511814,-0.018028726747476284
25.29,67.42295922226042,28.293738693437643,83.18008217578087,-179.35707985319138,57.206692354754644,-12.828559976218887,0.029863680790566803,0.03541603092528185,-0.018024302695708035
25.3,67.33081977433798,28.103581960556458,83.57434638901498,-179.3132093295507,56.8460486150049,-12.066609438567054,0.029828761913292336,0.035381903150219315,-0.018033967805570407
25.310000000000002,67.19924942748679,27.918097364374784,83.95157943026065,-179.3086733225968,56.490911268148814,-11.321977158241541,0.029816542101080677,0.03535729756558555,-0.018036484681366895
25.32,67.09562620825027,27.716078612328168,84.34563842124507,-179.2761127023896,56.1200749049159,-10.560808214681277,0.02978769204529001,0.03532816734004596,-0.01805608159323307
25.330000000000002,66.99041192981637,27.51366488357847,84.73728344357613,-179.24508449672112,55.74967943256615,-9.80234483523387,0.0297613761667983,0.03529993333347737,-0.018076959350356046
25.34,66.86990394283816,27.338341259932495,85.11894401641838,-179.22931014013307,55.407210505782466,-9.054159915591447,0.029745162107839663,0.0352692260061133,-0.018075441025086077
25.35,66.72757603312701,27.116417438618342,85.50009204358126,-179.2353345760225,55.01897823945319,-8.306784070825607,0.029744568942962287,0.03525521265704728,-0.018106843258676272
25.36,66.61455002644848,26.952453055210327,85.88234455701752,-179.21205465160577,54.68954253163442,-7.558602890023376,0.02971980530848449,0.03522208321291872,-0.018098358677474027
25.37,66.48256270267545,26.78149437814311,86.24914677228465,-179.20775220348818,54.35394975813457,-6.8261738789716695,0.029706517354351123,0.035199333981595304,-0.018091481259478417
25.38,66.3505745110405,26.596605218368843,86.622431121515,-179.20348534209748,54.00526368227434,-6.087567425344535,0.029695334240418144,0.03517770823179963,-0.018097135676133847
25.39,66.1949039828517,26.402955535813422,86.99038568840632,-179.2229540386177,53.64865406147859,-5.354598361881156,0.02969988601488558,0.035164503247478954,-0.018108636063275747
