t,roll_true_deg,pitch_true_deg,yaw_true_deg,gx_rad_s,gy_rad_s,gz_rad_s,ax_g,ay_g,az_g,mx,my,mz,temp_c
0.1,0.13157960906592317,2.290155629719014,1.1530674173120066,0.05244305541418775,0.3939997370490626,0.21082223063404784,0.038764340519607185,-0.02760467763075097,-1.0209053279204718,1.06984445792021,-0.07264908804170302,-0.3459576331522698,25.024999895833464
0.11,0.16066340569538587,2.5187470976702704,1.273181142634561,0.0525200671308894,0.39316193804082855,0.21669473970029435,0.038602312617652616,0.008261340839120637,-1.0130342333993887,1.0825147626101062,-0.0741130373861916,-0.3494689378713268,25.027499861354375
0.12,0.19266820975478072,2.747212018256875,1.394219212188766,0.061277790239226256,0.3895142599903413,0.21579174317589622,0.05149555907553714,-0.012271072951444341,-1.0205359403537575,1.0867659683097217,-0.07187191836236001,-0.3398677958664104,25.029999820000324
0.13,0.2276003548417589,2.975537560327959,1.51619433944205,0.063319873698882,0.3981042486237219,0.21538694950865636,0.03655712410144982,-0.0012778750111344349,-0.9953439590823379,1.101089755447183,-0.060217704467310534,-0.33473450943711525,25.032499771146316
0.14,0.2654661667975195,3.2037107431213854,1.639119270264286,0.07127570746152766,0.39066307504298703,0.21569595916403794,0.04198752945671212,-0.010473148056424783,-1.0190767222903727,1.0952800884371159,-0.07281019205199674,-0.3491126459339352,25.034999714167366
0.15,0.30627196253646793,3.4317184346391607,1.7630067803922336,0.0689652575867554,0.3944504994371863,0.22092035380150854,0.08980994453790858,0.038372093484303406,-0.991976440695431,1.0804412121483404,-0.0939545672667504,-0.3278215197568176,25.037499648438487
0.16,0.35002404877920507,3.6595473500302482,1.8878696728127935,0.07367192922513427,0.39238682013692383,0.218477059662024,0.06171586863811188,0.009893126088118221,-0.9955865806327125,1.0901353976831312,-0.08506343877976942,-0.3433321890229945,25.039999573334697
0.17,0.3967287206864325,3.887184049982243,2.013720775062482,0.07869993362866065,0.3931679533161474,0.226059387544839,0.06974624424484259,0.00783285485305728,-1.0051649843677977,1.0812344235918832,-0.0864571867563292,-0.32991700251441647,25.042499488231016
0.18,0.4463922603913275,4.114614939123418,2.1405729364405404,0.08971479587002595,0.3909829393377331,0.22497558857986116,0.05820796033826739,0.006202740348565841,-0.991617976932077,1.092856385132035,-0.07933874455327904,-0.32528463949330844,25.04499939250246
0.19,0.499020935427908,4.3418262644366985,2.268439025133033,0.08947598522245376,0.39175679009612463,0.2209192981769596,0.05653759432720219,-0.006095634522593412,-0.9734059449414559,1.0973381969065221,-0.08226824370078054,-0.3119431395229052,25.047499285524058
0.2,0.5546209970528777,4.568804113687181,2.397331925245267,0.09588907261258142,0.3933269306495115,0.22439763351294242,0.09625052599694661,-0.0032177061510853967,-0.9737393552112098,1.0988625828093614,-0.09550258915944994,-0.3245402264560482,25.049999166670833
0.21,0.613198678458409,4.795534413864814,2.5272645337398365,0.10094978183086684,0.3970598394328242,0.2263469724432766,0.07785236742379077,0.011256996899340005,-1.0130479942645227,1.0893511951758104,-0.07902562038938409,-0.3108544900466997,25.05249903531782
0.22,0.6747601928733042,5.022002929643992,2.6582497572775665,0.1007676419198534,0.3919041602430059,0.2290422250488555,0.10865052647311221,-0.010372532982038848,-0.9864329935297055,1.0790410698944648,-0.08817166437056712,-0.3113830905901166,25.054998890840043
0.23,0.7393117315499368,5.248195261861753,2.790300508958604,0.10173908441775499,0.3898078753161429,0.22862320620191054,0.10520879026971007,-0.03274486450354537,-0.9952654378389886,1.095921351191825,-0.09321105487433899,-0.2889580756520321,25.057498732612547
0.24,0.8068594616343648,5.474096846016443,2.923429704960888,0.11048287811769594,0.3953730590570065,0.2304308928030002,0.08495658959905308,-0.017375549545825125,-0.991703273679389,1.1037247944305961,-0.10305194647568852,-0.2941081096897364,25.059998560010367
0.25,0.8774095239169816,5.699692950788647,3.0576502610732064,0.11381084523473041,0.39821744871838,0.23708435781949982,0.0865157669614248,-0.019548130643381526,-1.0168910597298446,1.097223599526717,-0.0913493001184883,-0.2789742815864179,25.062498372408548
0.26,0.9509680304610504,5.924968676586331,3.1929750891200173,0.11543873874176522,0.38965920187362485,0.22788254495072494,0.10078601538492375,-0.032444316252501174,-1.002462518636386,1.095509098212581,-0.09776844468943785,-0.3046223363344602,25.064998169182136
0.27,1.0275410621064647,6.1499089541161345,3.3294170932752314,0.11763556990338252,0.39668122970794656,0.23146494439586301,0.09067839073172622,0.009723893959943827,-0.9505091113739901,1.0936843387894275,-0.10285160201121009,-0.2796341221361215,25.067497949706183
0.28,1.1071346658460548,6.37449854298286,3.4669891662621204,0.13012529127238479,0.38824849958079033,0.2355224652819994,0.12268667423373911,-0.012680992405636405,-0.9992742429148218,1.1051591737897832,-0.11528382556067943,-0.28142839585905277,25.069997713355743
0.29,1.1897548520717536,6.598722030319172,3.6057041854364758,0.1290197310934904,0.3911552141521548,0.23603785631397317,0.12198807134278009,-0.005435357603385664,-0.9908297295223522,1.1110873029698554,-0.1033911659480757,-0.2750351145218741,25.072497459505875
0.3,1.2754075916879468,6.8225638294477156,3.745575008750231,0.1319397306102439,0.39108138924013164,0.2385619963490322,0.15019252658934035,0.0014997149461389754,-0.9868851131708608,1.100986278486264,-0.117456415944337,-0.25910611075960477,25.07499718753164
0.31,1.3640988130893095,7.0460081785777815,3.8866144705926633,0.1386221454981495,0.3912053484042095,0.23557225131134626,0.13657789005424878,-0.016809679619354763,-1.0088231743540184,1.1049233309700253,-0.10612607156254758,-0.2664666974012755,25.07749689680811
0.32,1.4558343990004512,7.2690391395387906,4.0288353775063435,0.14126854194116373,0.3893630508846004,0.24080063646789507,0.12881703879491127,-0.003129797984277042,-1.0301426365560573,1.1082662635391787,-0.10945005089107335,-0.25999745427358995,25.079996586710358
0.33,1.550620183174702,7.49164059655289,4.172250503775026,0.1451524182564045,0.3847106700412158,0.24363760522325933,0.1562917931172894,-0.04983705709056785,-0.9781434079208269,1.1083200031151705,-0.11430096554639776,-0.2694445712459559,25.082496256613457
0.34,1.648461946949371,7.713796255049069,4.316872586880649,0.14933639703693022,0.39237917592175103,0.24562075279813567,0.160209474531919,-0.010845624766567374,-0.9839544940900221,1.129989236598852,-0.11179057719040934,-0.24658601814573908,25.084995905892495
0.35000000000000003,1.749365415654846,7.935489640521143,4.462714322826651,0.1535145618953257,0.3888059380672997,0.2435837982176806,0.15290181118399984,-0.04790967057181944,-0.9782272754573127,1.1115620098833898,-0.10698068633813443,-0.24329960343833554,25.087495533922553
0.36,1.8533362548749102,8.156704097432192,4.609788361324859,0.16312927378376768,0.3901910923542802,0.24260616519233738,0.1408766650620763,-0.0495941149342635,-0.9971401035514175,1.1294732748739462,-0.11484994946366181,-0.2537320277742725,25.08999514007873
0.37,1.9603800665557014,8.377422788167916,4.758107300843177,0.1597734472709076,0.38800012075251866,0.24484672843364602,0.13562609358940717,-0.02916325937702614,-0.9714211052014754,1.1213147657016513,-0.1466894126868864,-0.23962547958452549,25.092494723736124
